turn,player,budget,action1,action2,action3,action4,action5,action6
1,2,0,Collect frequency:2,Maintenance of water treatment facilities:false,Help farmers to buy manure:high,Put part of the fields in fallow
1,4,0,Collect frequency:2,Maintenance of water treatment facilities:false,Help farmers to buy manure:high,Put part of the fields in fallow
1,3,0,Collect frequency:2,Maintenance of water treatment facilities:false,Trimestrial collective waste collection:high,Put part of the fields in fallow
1,1,0,Collect frequency:2,Maintenance of water treatment facilities:false,Help farmers to buy manure:low,Trimestrial collective waste collection:high,Drain and dredge:low
2,1,0,Collect frequency:4,Maintenance of water treatment facilities:false,Make farmers participate in building collection pits for pesticide packagings,Organise sensibilization events about waste sorting
2,2,0,Collect frequency:2,Maintenance of water treatment facilities:false,Organise sensibilization events about waste sorting,Drain and dredge:low,Trimestrial collective waste collection:high
2,3,10,Collect frequency:4,Maintenance of water treatment facilities:false,Help farmers to buy manure:low,Organise sensibilization events about waste sorting
2,4,15,Collect frequency:4,Maintenance of water treatment facilities:false,Drain and dredge:low,Help farmers to buy manure:low
3,2,10,Collect frequency:2,Maintenance of water treatment facilities:false,Trimestrial collective waste collection:high,Drain and dredge:low
3,1,2,Collect frequency:4,Maintenance of water treatment facilities:false,Trimestrial collective waste collection:low,Help farmers to buy manure:high
3,4,0,Collect frequency:2,Maintenance of water treatment facilities:false,Trimestrial collective waste collection:high,Drain and dredge:high
3,3,0,Collect frequency:4,Maintenance of water treatment facilities:false,Help farmers to buy manure:high,Organise sensibilization events about waste sorting
4,1,12,Collect frequency:4,Maintenance of water treatment facilities:false,Trimestrial collective waste collection:low,Drain and dredge:low
4,2,10,Collect frequency:2,Maintenance of water treatment facilities:false,Organise sensibilization events about waste sorting,Put part of the fields in fallow
4,3,0,Collect frequency:2,Maintenance of water treatment facilities:false,Drain and dredge:high,Put part of the fields in fallow
4,4,0,Collect frequency:2,Maintenance of water treatment facilities:false,Trimestrial collective waste collection:high,Put part of the fields in fallow
5,1,15,Collect frequency:2,Maintenance of water treatment facilities:false,Trimestrial collective waste collection:high,Drain and dredge:low
5,4,0,Collect frequency:2,Maintenance of water treatment facilities:false,Make farmers participate in building collection pits for pesticide packagings,Drain and dredge:low
5,2,0,Collect frequency:2,Maintenance of water treatment facilities:false,Drain and dredge:low,Help farmers to buy manure:high
5,3,5,Collect frequency:2,Maintenance of water treatment facilities:false,Organise sensibilization events about waste sorting,Help farmers to buy manure:high
6,4,15,Collect frequency:2,Maintenance of water treatment facilities:false,Install water treatment facilities for every home:(P1%65;P2%50;P3%85;P4%40;),Organise sensibilization events about waste sorting
6,2,0,Collect frequency:2,Maintenance of water treatment facilities:false,Drain and dredge:low
6,1,0,Collect frequency:2,Maintenance of water treatment facilities:false
6,3,0,Collect frequency:2,Maintenance of water treatment facilities:false
7,4,0,Collect frequency:4,Maintenance of water treatment facilities:true,Help farmers to reduce pesticides use
7,3,10,Collect frequency:2,Maintenance of water treatment facilities:true,Help farmers to buy manure:low,Drain and dredge:low
7,2,0,Collect frequency:2,Maintenance of water treatment facilities:true,Make farmers participate in building collection pits for pesticide packagings,Help farmers to buy manure:low
7,1,10,Collect frequency:4,Maintenance of water treatment facilities:true,Drain and dredge:low
